titulo,ano,local,coautores,link_externo
Do risk scores for silent atherosclerosis underestimate disease risk?,2011,OXFORD UNIV PRESS,F Moscoso Costa; J Ferreira; S Carvalho; G Cardoso; R Cale; PG Santos; M Santos; C Aguiar; M Trabulo; M Mendes,N/A
Circulating endothelial cells and its potential as a marker of the vascular condition,2011,WILEY-BLACKWELL,MC Campos; C Torres; M Fonseca; A Santos; M Santos; M Goncalves; S Fonseca; L Queiroz; C Lau; M Antunes; A Teixeira; R Matos; S Morais; M Lima,N/A
LEFT VENTRICULAR HYPERTROPHY (LVH) IN HYPERTENSIVE PATIENTS-THE IMPORTANCE OF BLOOD PRESSURE CONTROL AND CARDIOVASCULAR RISK: PP. 42.352,2011,LWW,M Santos; J Silva; T Rodrigues; L Síopa,N/A
Disease-causing truncating mutations: is reversion possible?: P19. 7,2011,N/A,R Bordeira-Carriço; AP Pêgo; R Seruca; M Santos; C Oliveira,N/A
"Listerial rhombo-encephalitis, two diverse outcomes",2011,SPRINGER HEIDELBERG,I Alves; C Guedes; E Sousa; E Brandao; R Barreto; M Santos; V Tedim Cruz,N/A
P01-569-Revisiting goa's mental health,2011,No longer published by Elsevier,AE Ribeiro; M Santos,N/A
Riboflavin content in selected traditional foods from Black Sea Area countries,2011,"Instituto Nacional de Saúde Doutor Ricardo Jorge, IP",HS Costa; C Flores; A Sanches-Silva; TG Albuquerque; M Santos; E Vasilopoulou; A Trichopoulou; F D’Antuono; I Alexieva; O Hayran; L Kaprelyants; D Karpenko; Z Kilasonia; N Koval; AL Stroia; P Finglas,N/A
Long-term Complications of Transvenous Implantable Cardioverter-Defibrillator Leads–A Single-centre Experience,2011,Elsevier,M Santos; J Wright; J Betts; B England; J Lindemann; D Wright; C Taylor; H Samardhi; R Denman,N/A
Single Coil ICD Leads are Associated with a Similar Outcome to Dual Coil ICD Leads During Medium Term Follow-up,2011,Elsevier,H Samardhi; S Rateesh; K Ng; M Santos; R Denman,N/A
P01-494-Performance of healthy elderly with Alzheimer's disease at an early stage in executive function and language,2011,No longer published by Elsevier,MT Santos; GC Couto; JC Achieri; CA Júnior,N/A
681 Dystrophinopathies: Analysis of a Cohort of 97 Patients,2010,Nature Publishing Group,M Costa; M Rodrigues; AR Gonçalves; R Santos; M Santos,N/A
Mutations in A/C Lamins with muscular dystrophy and heart conduction defects: P2501,2010,N/A,M Rodrigues; E Vieira; R Santos; M Santos,N/A
Retificador entrelaçado com elevado fator de potência para operação de um veículo trólebus alimentado por redes em CA Ou CC,2010,N/A,Carlos Alberto Canesin; Guilherme de Azevedo; Flávio Alessandro Serrão Gonçalves; Rodrigo Alessandro Nunes de Oliveira; Jerry Marco Muno; Marcelo dos Santos,N/A
IDENTIFICATION OF NINE NOVEL EXT1 AND EXT2 MUTATIONS IN PORTUGUESE PATIENTS WITH HEREDITARY MULTIPLE OSTEOCHONDROMAS,2010,SPRINGER,C Nogueira; G Matos; S Carvalho Barros; M Santos; L Vilarinho,N/A
"MANAGEMENT OF SOLITARY KIDNEY IN HYPERTENSIVE PATIENTS: EXPERIENCE IN SANTARÉM, PORTUGAL: PP. 30.188",2010,LWW,M Santos; T Rodrigues; MJ Gomes,N/A
Effectiveness and safety of long-term treatment with linezolid in cystic fibrosis patients,2010,Elsevier,A Solé; A Pastor; M Cebrián; E Monte; E Ansótegui; I Cortell; JA López-Andreu; JL López-Antangas; M Santos,N/A
Platelet aggregation in aspirin hypersensitivity,2010,WILEY-BLACKWELL,A Palma-Carlos; L Palma-Carlos; M Santos; J Sousa,N/A
"Chronic vs. acute in vivo cardiac, renal and hepatic mitochondrial toxicity",2010,"WILEY-BLACKWELL PUBLISHING, INC",G Pereira; S Pereira; J Lumini; C Pereira; J Magalhaes; A Ascensao; A Moreno; M Santos; P Oliveira,N/A
Influence of Transmurality and Pacing Location on Bipolar and Unipolar Electrogram Characteristics,2010,N/A,J Pouliopoulos; W Chik; K Byth; P Kovoor; A Thiagalingam; M Hudaverdi; H Samardhi; A Sharma; S Rateesh; G Peters; M Santos; R Denman,N/A
Effectiveness and safety of long-term treatment with linezolid in cystic fibrosis patients,2010,N/A,A Sol; A Pastor; M Cebrin; E Monte; E Anstegui; I Cortell; JA Lpez-Andreu; JL Lpez-Antangas; M Santos,N/A
The Fiscal Burden of Blackouts: The Cost of Investigating Syncope,2010,Elsevier,H Han; M Santos,N/A
How Long Implantable Cardiac Defibrillators Last to Minimise the Number of Replacements,2010,Elsevier,J Betts; R England; J Wright; D Wright; J Lindemann; C Taylor; M Santos; R Denman,N/A
Lead Abandonment in situ is a Reasonable Alternative to Lead Extraction in Selected Patients with ICDs,2010,Elsevier,M Hudaverdi; H Samardhi; A Sharma; S Rateesh; G Peters; M Santos; R Denman,N/A
Sob o signo da diversidade: contribuições para o debate acadêmico de questões emergentes no mundo atual,2010,"Universidade de São Paulo, Faculdade de Filosofia Ciências e Letras de Ribeirão Preto, Programa de Pós-Graduação em Psicologia",Manoel Antônio dos Santos,N/A
Clinical Manifestations in a Large Group of HTLV-1 Infected Patients in Northeastern Brazil,2009,MARY ANN LIEBERT INC,IC Siqueira; AL Muniz; EM Carvalho; G Orge; MT Santos; P Oliveira; S Giozza; VG Bittencourt,N/A
P152 Successful pregnancy after gastric bypass surgery for morbid obesity,2009,N/A,C Urzal; M Santos; A Portugal,N/A
Sympathetic influence on intraocular pressure,2009,Blackwell Publishing Ltd,C MARQUES‐NEVES; C GONçALVES; S LARANJO; M SANTOS; I ROCHA,N/A
P1. 20 Dorsal paroxistic sweating—Case report,2009,Elsevier,M Santos; V Gonçalves; A Nabais; M Laia; A Sagarribay; M Mafra; I Rocha,N/A
Estrogen inhibits iodine uptake in PCCl3 (rat normal thyroid) cells; Estrogenio inibe a captacao de iodeto em linhagem de celulas normais da tireoide PCCL3,2009,N/A,W MO Braga; M Santos; E CL Souza; DP Carvalho,N/A
Detection of flavonoids in the modulation of iodine uptake in PCCl3 (rat normal thyroid) cells; Deteccao de flavonoides capazes de modular a captacao de iodeto em linhagem de celulas normais de tireoide PCCL3,2009,N/A,M Santos; W MO Braga; E CL Souza; A CF Ferreira; DP Carvalho,N/A
119 INFECTIVE ENDOCARDITIS (IE) CAUSED BY SALMONELLA ENTERITIDIS IN A ELDERLY PATIENT WITH AN AORTIC BIOPROSTHESIS,2009,Elsevier,C Lamas; W Golebiovski; G Ferraiuoli; F Cohen; A Carvalho; M Santos; C Weksler,N/A
"015 LATE PROSTHETIC VALVE ENDOCARDITIS (L-PVE) AT A CARDIAC SURGERY REFERRAL HOSPITAL YEARS 2006 TO 2008—RIO DE JANEIRO, BRAZIL",2009,Elsevier,C Lamas; M Cruz; W Golebiovski; A Kirsten; K Senna; M Vasques; F Salles Filho; R Ramos; F Cohen; J Correa; G Ferraiuoli; C Weksler; L Do Carmo; M Santos,N/A
014 EARLY PROSTHETIC VALVE ENDOCARDITIS (E-PVE) IN A TERTIARY-CARE REFERRAL CARDIAC SURGERY HOSPITAL IN BRAZIL FROM 2006 TO 2008,2009,Elsevier,C Lamas; M Cruz; W Golebiovski; A Kirsten; K Senna; M Vasques; F Salles Filho; J Correa; F Cohen; A Carvalho; G Ferraiuoli; R Ramos; L Do Carmo; M Santos; C Weksler,N/A
"008 INFECTIVE ENDOCARDITIS (IE) AT INSTITUTO NACIONAL DE CARDIOLOGIA, RIO DE JANEIRO, BRAZIL, FROM 1997 TO 2002",2009,Elsevier,G Ferraiuoli; W Golebiovski; C Weksler; K Senna; M Vasques; J Correa; C Lamas; M Santos,N/A
060 TRICHOSPORON BEIGELII PACEMAKER (PM) INFECTIVE ENDOCARDITIS (IE) WITH FATAL OUTCOME,2009,Elsevier,C Lamas; M Mattos; F Cohen; A Morais; C Nascimento; G Ferraiuoli; M Santos,N/A
120 TUBERCULOUS ACUTE AORTIC INSUFFICIENCY AND VALSALVA SINUS ANEURYSM IN A CHILD,2009,Elsevier,C Lamas; W Paiva; R Ramos; L Do Carmo; J Correa; G Ferraiuoli; L Simões; M Santos,N/A
116 EARLY POST OPERATIVE ENDOCARDITIS (IE) CAUSED BY TOXIGENIC CORYNEBACTERIUM DIPHTHERIAE (Cd) IN A CHILD WITH TOTAL ATRIAL SEPTAL DEFECT (ASD),2009,Elsevier,G Ferraiuoli; M Vasques; K Senna; A Innocenzi; J Correa; F Choen; M Santos; C Lamas,N/A
P0656 PULMONARY HYPERTENSION–RECENT EXPERIENCE WITH DIRECTED THERAPEUTIC IN A REFERENCE HOSPITAL,2009,Elsevier,Marilda Santos; Paula Marques; Inês Belchior; Taciana Videira; Filipe Brandão; Cristina Cruz; António Morais; Fátima Coelho; Carlos Dias; Paulo Bettencourt,N/A
Nuevo colorante orgánico para aplicación en celdas solares de sensibilización espectral,2009,N/A,Lorena Macor; José Natera; Daniel Heredia; L Fernandez; M Santos; Miguel Gervaldo; Fernando Fungo; Luis Otero,N/A
Ferramenta de conversão de registros bibliográficos do padrão AACR2 para NBR 6023/2002 usando XML,2009,N/A,EELIC CABREIRA; MTPO SANTOS; ZRO ZAFALON; EO LEAL,N/A
Conversão de registros bibliográficos do padrão AACR2r para NBR 6023/2002 usando XML: suporte documental livro,2009,N/A,Erick EL Cabreira; Marilde TP Santos; Zaira-Regina Zafalon; Emerson Leal,N/A
Predictors of mediastinitis after heart surgery,2008,LIPPINCOTT WILLIAMS & WILKINS,S Olival; B Santos; R Gomes; M Santos; K Senna; A Rouge; M Freitas; R Vegni; JOR Brito; ON Barbosa,N/A
Autonomic variability in normal tension glaucoma patients,2008,WILEY-BLACKWELL,CM Goncalves; C Marques-Neves; JL Couceiro; A Figueiredo; ME Monteiro-Grilo; S Laranjo; M Santos; L Matos; L Silva-Carvalho; I Rocha,N/A
Autonomic function in glaucoma patients: evaluation under monotherapyP2081,2008,N/A,A Figueiredo; CM Gonćcalves; JL Couceiro; ME Monteiro-Grilo; A Castanheira-Dinis; S Laranjo; M Santos; C Marques-Neves; L Matos; L Silva-Carvalho; I Rocha,N/A
Sweat imprint test in multiple system atrophy: P2073,2008,N/A,M Santos; L Silva-Carvaho; I Rocha,N/A
Lipogenesis of interscapular brown adipose tissue in growing rats under protein restriction; Lipogenese no tecido adiposo marrom interescapular (TAMI) de ratos em crescimento submetidos a restricao proteica,2008,N/A,SA Franca; MP Santos; NH Kawashita,N/A
DIAGNÓSTICO BACTERIOLÓGICO PARA Leptospira SPP EM URINA DE CAPRINOS SOROLOGICAMENTE REAGENTES,2008,Universidade Federal de Uberlandia,JP SANTOS; MP SANTOS; PR OLIVEIRA,N/A
"Insect Conservation and Diversity (2008) 1, 266–268",2008,N/A,PH Adler; A Alonso; E Andresen; L Arellano; LAC Barros; Y Basset; L Berge; DE Bignell; M Branco; CR Bulman; DFRP Burslem; CJ Burwell; T Calvão; S Campiolo; P Cardoso; R Carvalho; PH Castro; MS Caterino; CP Catterall; S Chatzimanolis; JM Cook; LM Cook; LC Crespo; G Curletti; A De Castro; M De Meyer; JHC Delabie; C Dytham; C Eardley; RM Ewers; I Flenner; M Franzén; SEM Fraser; RJ Fuller; C Gaspar; PS Grimbacher; G Halffter; BA Hawkins; SS Henriques; ML Hillstrom; T Hirao; APN House; MD Hunter; MR Hunter; E Jönsson; A Kashizaki; P Keil; RL Kitching; JL León-Cortés; SR Leather; OT Lewis; RL Lindroth; NA Littlewood; MW Mansell; CDSF Mariano; E Mariano-Neto; PJ Mayhew; JW Mccreadie; SE Miller; O Missa; M Murakami; A Nakamura; SG Nilsson; V Novotny; RG Oberprieler; E Öckinger; TH Oliver; MR Paiva; T Pettitt; SDG Pompolo; H Rahman; C Reid; MH Richards; JML Richardson; G Sahlén; M Santos; N Scharff; JB Schmidt; I Silva; I Simova; SA Slipinski; R Storey; NE Stork; T Szüts; G Telfer; CD Thomas; AJ Vanbergen; T Wagner; RJ Wilson; BA Woodcock; M Yoshimura; MR Young,N/A
"Producción in vitro e in vivo de"" mosca de los cuernos""(Haematobia irritans irritans) para trabajos experimentales",2008,Centro Médico Veterinario de Paysandú,V Anastasia; M Balducci; Carmen Bolatto; M Santos; L Abad; P Alonzo; Alberto Basso; Martín Breijo,N/A
P024 EVALUATION OF OPEN VERSUS CLOSED ENTERAL SYSTEMS FOR THE ENERGY BALANCE AND THE IMPACT OF ENERGY INTAKE IN CLINICAL OUTCOME IN ICU PATIENTS,2008,Elsevier,L Moussallem; LS Araújo; AP Gomes; NP Borges; JF Farret; M Santos; S Simões; PN Gomes,N/A
IgE hypersensitivity to paracetamol (acetaminophen)-case report,2008,BLACKWELL PUBLISHING,Spinola A Santos; F Duarte; A Lopes; A Ravasqueira; M Santos; A Melo; Pereira M Barbosa,N/A
GP 11.11 Hereditary neuropathies in children–The Portuguese reality,2007,Elsevier,T Moreno; M Santos; M Fonseca; J Monteiro; J Vieira; I Fineza; P Cabral; J Ferreira; C Moço; F Furtado,N/A
GP 13.02 Myopathy with autophagic vacuoles in a patient with CDG type I,2007,Elsevier,M Santos; E Martins; D Quelhas; A Guimarães,N/A
CDG type I and myopathy with autophagic vacuoles-A case report,2007,SPRINGER,C Cardoso; M Santos; E Martins; D Quelhas; L Vilarinho; A Guimaraes,N/A
Application of a new Candida score for early antifungal treatment in an adult medical – surgical critical care unit,2007,BioMed Central,M Santos; D Thielman; C Teles; JLF Costa; F Gutierrez; RC Costa-Filho,N/A
Utilization of a tool to help intensivists in the implementation and monitoring of the ventilator-associated pneumonia bundle protocol running in an adult medical–surgical critical care unit,2007,BioMed Central,M Santos; M Manhães; T Castelões; F Saddy; F Gutierrez; RC Costa-Filho,N/A
Monitoring kidney transplantation using real-time PCR for relative gene expression analysis,2007,BLACKWELL PUBLISHING,MJ Santos; P Santos; F Macario; R Alves; A Mota; ML Pais,N/A
Non-keratinizing carcinoma of the sinonasal tract is a clinicopathological and molecular entity different from keratinizing squamous cell carcinoma,2007,NATURE PUBLISHING GROUP,L Alos; M Santos; J Ordi; A Nadal; J Blanch; I Alobid; B Lloveras; A Cardesa,N/A
Psychiatry and culture: A journey througout mental disorders and its socio-cultural context,2007,Cambridge University Press,V Domingues; M Santos; M Roque,N/A
Are women different from men? Some mental health issues,2007,Cambridge University Press,V Domingues; AS Cabral; M Santos,N/A
Intrachromosomal partial triplication of chromosome 13 secondary to a paternal duplication with mild phenotipic effect,2007,SPRINGER,I Lopez; JA Bafalliu; M Santos; C Fuster; A Puche-Mira; E Guillen-Navarro,N/A
Estratégias de controle de movimento na tarefa do levantar-se do solo em idosos ativos,2007,N/A,M Santos; ACR Wolff; Jorge Alberto de Oliveira,N/A
CMS physics technical design report: Addendum on high density QCD with heavy ions,2007,N/A,G Steinbrück; O Gutsche; D d'Enterria; M Ballintijn; M Bedjidian; D Hofman; O Kodolova; Constantinos A Loizides; IP Lokthin; C Lourenço; C Mironov; SV Petrushanko; C Roland; G Roland; F Sikler; G Veres; S Chatrchyan; G Hmayakyan; AM Sirunyan; Wolfgang Adam; Thomas Bergauer; Marko Dragicevic; Janos Erö; Markus Friedl; R Fruehwirth; Vasile M Ghete; P Glaser; Josef Hrubec; Manfred A Jeitler; Manfred Krammer; I Magrans; Ivan Mikulec; T Noebauer; M Pernicka; Herbert Rohringer; JS Strauss; A Taurok; Wolfgang Waltenberger; G Walzel; E Widl; Claudia Elisabeth Wulz; O Dvornikov; I Emeliantchik; A Litomin; I Marfin; Nikolai M Shumeiko; A Solin; R Stefanovitch; A Tikhonov; A Fedorov; M Korzhik; O Missevitch; R Zuyeuski; Jorgen D'Hondt; S De Weirdt; R Goorens; J Heyninck; Steven Lowette; Stefaan PK Tavernier; Walter K Van Doninck; L Van Lancker; O Bouhali; Barbara Clerbaux; Gilles De Lentdecker; JP Dewulf; T Mahmoud; PE Marage; S Rugovac; V Sundararajan; Pascal Vanlaer; J Wickens; S Assouak; JL Bonnet; G Bruno; J Caudron; B De Callatay; JF De Jeneret; S De Visscher; P Demin; D Favart; E Feltrin; E Forton; Andrea Giammanco; S Kalinin; D Kcira; T Keutgen; Vincent Lemaître; Y Liu; F Maltoni; D Michotte; O Militaru; A Ninane; S Ovyn; T Pierzchala; K Piotrzkowski; V Roberfroid; X Rouby; O Van der Aa; E Daubie; P Herquet; W Beaumont; M Cardaci; E De Langhe; Els A De Wolf; L Rurua; Pierre Van Mechelen; GA Alves; MHG Souza; ME Pol; M Vaz; DRS Di Calafiori; D Meirelles Martinho; V Oguri; A Santoro; A Sznajder; A Vilela Pereira; Eduardo De Moraes Gregores; SF Novaes; T Anguelov; G Antchev; I Atanasov; J Damgov; N Darmenov; L Dimitrov; V Genchev; P Iaydjiev; B Panev; S Piperov; S Stoykova; G Sultanov; I Vankov; A Dimitrov; V Kozhuharov; L Litov; M Makariev; Andrey Marinov; E Marinova; S Markov; M Mateev; B Pavlov; P Petkov; C Sabev; Z Toteva; V Verguilov; J Bai; GM Chen; HS Chen; YN Guo; KL He; CH Jiang,N/A
Characterization of two sSMC present in two unrelated patients,2007,SPRINGER,L Miguez Alvarez; M Santos; T Liehr; C Fuster,N/A
"Measurement of ultra low film stress, local stress distribution and flatness by imaging nanotopography based on low coherence phase shifting interferometry in conjunction with wafer and film thickness metrology [6672-24]",2007,International Society for Optical Engineering; 1999,A Pravdivtsev; M Santos; A Koo,N/A
NP 3 03 Three novel mutations of the myelin Po gene (MPZ) in Portuguese families with CMT1B,2006,Elsevier,T Coelho; M Santos; R Cerqueira; MM Pires; L Lameiras; H Gabriel; AR Fernandes; P Tavares; A Guimarães,N/A
"Psychopathological Conditions and Quality of Life in Patients with Lymphoma, a Transversal Study: 444",2006,N/A,AS Cabral; A Carvalho; V Domingues; M Santos; Z Santos,N/A
A Comparative Study of Psychopathological Conditions and Quality of Life in Women with Breast Cancer and Lymphoma: 535,2006,N/A,V Domingues; AS Cabral; A Carvalho; M Santos; Z Santos,N/A
Essential hypertension as a cause of renal insufficiency,2006,LIPPINCOTT WILLIAMS & WILKINS,N Jabary; M Santos; B Gomez; A Pigazos; P Pascual; S Sanz-Ballesteros; L Faisan; C Aller,N/A
Molecular modeling of the riboflavin genes from acidithiobacillus ferrooxidans.,2006,N/A,LUCIO FABIO CALDAS FERRAZ; F de C REIS; MARCOS TADEU SANTOS; AP FELÍCIO; PRK FALCÃO; MARIA TERESA MARQUES NOVO; GORAN NESHICH; O GARCIA JUNIOR; LAURA MARIA MARISCAL OTTOBONI; LUCIO FABIO CALDAS FERRAZ; DE CASTRO REIS FERNANDA; MARCOS TADEU SANTOS; ANA PAULA FELÍCIO; UFSCar MARIA TERESA MARQUES NOVO; OSWALDO GARCIA JUNIOR; LAURA MARIA MARISCAL OTTOBONI,N/A
Sequence analysis of the riboflavin biosynthesis genes from acidithiobacillus ferrooxidans.,2006,N/A,MT SANTOS; LFC FERRAZ; F de C REIS; AP FELÍCIO; PRK FALCAO; MT MARQUES NOVO; G NESHICH; O GARCIA JUNIOR; LMM OTTOBONI; MARCOS TADEU SANTOS; LUCIO FABIO CALDAS FERRAZ; DE CASTRO REIS FERNANDA; ANA PAULA FELÍCIO; OSWALDO GARCIA JUNIOR; LAURA MARIA MARISCAL OTTOBONI,N/A
DIAGNÓSTICO BACTERIOLÓGICO PARA Leptospira SPP EM URINA DE CAPRINOS SOROLOGICAMENTE REAGENTES,2006,N/A,SANTOS JP; SANTOS MP,N/A
PESQUISA DE AGLUTININAS ANTI-Leptospira EM CAPRINOS NO MUNIC? PIO DE UBERLÂNDIA-MG,2006,N/A,SANTOS JP; SANTOS MP,N/A
Aortic stiffness is independently related to serum uric acid: Results from a populational study,2005,LIPPINCOTT WILLIAMS & WILKINS,RS Cunha; F Herkenhoff; M Santos; H Moraes; J Pissinati; E Diniz; JG Mill,N/A
